Driver_ID,MMM-YY,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,target_label
358,12/01/20,40.0,1.0,C26,2,117830,29/10/19,,3,3,5175130,1,0
359,12/01/20,37.0,0.0,C4,2,107473,20/06/19,,2,4,35460020,2,0
360,02/01/19,39.0,1.0,C20,1,58347,21/10/18,13/02/19,2,2,313450,1,1
361,03/01/19,33.0,0.0,C21,0,13743,17/09/18,18/03/19,1,1,333120,1,1
362,12/01/20,38.0,1.0,C20,2,51609,05/04/20,,2,2,3912140,2,0
363,09/01/20,30.0,0.0,C21,2,67650,12/08/19,18/09/20,2,2,1670310,1,1
364,07/01/20,27.0,0.0,C13,2,35727,03/07/20,29/06/20,1,1,456170,1,1
365,05/01/20,24.0,1.0,C22,0,44740,02/01/20,19/05/20,2,2,0,1,1
366,12/01/20,29.0,0.0,C15,2,44630,30/10/20,,2,2,0,1,0
368,12/01/20,45.0,0.0,C23,1,51911,18/09/18,,1,2,30869270,4,0
369,12/01/20,32.0,0.0,C20,0,28186,20/09/20,12/12/20,1,1,0,1,1
371,12/01/20,48.0,1.0,C20,1,49113,20/07/18,,1,1,12205880,4,0
372,12/01/19,33.0,1.0,C26,0,82259,30/06/19,26/12/19,2,2,196560,1,1
373,06/01/20,30.0,1.0,C23,2,38569,11/01/19,19/06/20,1,1,4526790,1,1
375,12/01/20,36.0,0.0,C27,0,109992,04/07/20,,3,3,3526230,2,0
376,12/01/20,38.0,0.0,C5,2,88715,08/07/20,,2,2,2250980,3,0
377,12/01/20,35.0,0.0,C5,0,121332,10/11/15,,1,3,19017290,2,0
378,12/01/20,33.0,0.0,C9,2,35057,13/12/20,,3,3,0,1,0
379,10/01/19,31.0,0.0,C13,2,29106,22/05/18,18/10/19,1,1,3315120,1,1
382,12/01/20,28.0,0.0,C18,0,12938,18/10/20,,1,1,0,1,0
383,03/01/20,41.0,1.0,C17,0,43969,17/09/18,,1,1,5040480,1,0
384,09/01/19,26.0,1.0,C27,1,52364,21/10/18,22/09/19,2,2,2271730,1,1
385,12/01/20,35.0,1.0,C28,2,77156,28/09/20,,3,3,1131560,2,0
386,09/01/19,45.0,1.0,C18,1,137082,02/06/15,09/10/19,2,4,5875810,2,1
387,03/01/19,29.0,1.0,C22,2,45245,25/11/16,17/03/19,1,1,265760,1,1
388,12/01/20,34.0,0.0,C15,1,43611,12/05/19,,2,2,3023960,1,0
389,10/01/19,30.0,1.0,C15,2,45923,23/05/19,24/10/19,2,2,400000,1,1
390,02/01/19,32.0,1.0,C22,2,70428,29/10/18,02/01/19,1,1,0,1,1
391,12/01/20,37.0,0.0,C22,1,133783,14/01/16,,1,3,17483970,3,0
392,04/01/20,35.0,1.0,C20,1,84850,30/01/20,04/06/20,3,3,0,1,1
394,12/01/20,34.0,1.0,C20,2,97722,06/06/14,,2,4,27458220,3,0
397,01/01/20,28.0,0.0,C12,2,73194,06/02/19,13/01/20,2,2,1231540,1,1
398,12/01/20,30.0,0.0,C5,2,63280,12/07/20,,2,2,0,1,0
399,04/01/19,31.0,0.0,C5,2,40604,17/10/18,27/04/19,1,1,920230,1,1
400,12/01/20,35.0,0.0,C19,0,65729,10/08/19,,2,2,9748190,2,0
401,05/01/19,38.0,1.0,C23,0,76069,06/02/18,29/04/19,2,2,921350,1,1
402,12/01/20,46.0,0.0,C24,2,91279,29/11/15,,1,3,26927680,3,0
403,12/01/20,29.0,0.0,C15,2,24049,13/10/20,,2,2,0,1,0
404,09/01/19,36.0,0.0,C1,0,41553,19/10/18,22/09/19,2,2,3328970,2,1
405,05/01/20,34.0,0.0,C14,2,25028,06/06/19,23/05/20,1,1,3506580,1,1
406,06/01/19,43.0,0.0,C12,2,38625,22/08/18,17/06/19,1,1,0,1,1
407,12/01/20,41.0,1.0,C13,1,58207,17/05/16,,1,2,16290800,3,0
409,12/01/20,29.0,0.0,C1,0,33320,07/03/20,,2,2,253660,1,0
410,04/01/19,39.0,0.0,C24,1,57225,08/05/18,27/04/19,2,2,609830,1,1
411,03/01/19,28.0,1.0,C1,1,52572,17/02/18,03/07/19,1,1,184650,1,1
412,12/01/20,29.0,0.0,C16,2,56243,15/11/20,,2,2,0,1,0
414,08/01/20,33.0,1.0,C25,0,97153,21/01/18,29/07/20,2,3,10732480,2,1
415,12/01/20,36.0,1.0,C13,0,61575,21/09/20,,2,2,1754320,3,0
416,12/01/19,35.0,1.0,C27,0,92559,07/06/19,12/05/19,3,3,0,1,1
417,12/01/20,28.0,1.0,C23,1,42027,11/06/20,,2,2,0,1,0
418,12/01/19,31.0,0.0,C15,1,74051,30/07/15,21/12/19,1,2,3702370,1,1
419,02/01/19,26.0,0.0,C13,2,38390,10/07/18,22/02/19,1,1,0,1,1
420,12/01/20,39.0,0.0,C18,2,80489,26/10/20,,3,3,607260,1,0
421,10/01/19,41.0,0.0,C4,2,93113,11/07/15,10/03/19,1,2,4292240,1,1
422,12/01/20,27.0,0.0,C27,1,78754,20/04/16,,2,3,26975690,1,0
423,06/01/19,36.0,0.0,C20,0,43083,29/04/16,21/06/19,1,1,1628780,1,1
424,10/01/19,40.0,0.0,C17,0,74684,09/02/18,10/06/19,2,2,2652520,1,1
425,12/01/20,47.0,0.0,C22,1,30921,24/12/15,,1,3,15036790,3,0
426,08/01/19,34.0,0.0,C24,2,65053,14/07/18,26/08/19,2,2,705550,1,1
427,12/01/20,33.0,0.0,C10,1,88180,10/04/20,,3,3,1465000,2,0
429,07/01/19,37.0,0.0,C8,0,120771,15/06/19,07/06/19,2,4,0,1,1
430,04/01/19,32.0,0.0,C28,0,14489,01/06/19,29/03/19,1,1,210000,1,1
431,12/01/20,39.0,1.0,C18,0,50457,05/11/20,,3,3,5715360,3,0
432,04/01/20,36.0,0.0,C14,0,17047,06/08/19,24/04/20,1,1,2097840,1,1
433,10/01/20,37.0,0.0,C13,2,78656,29/05/20,23/10/20,3,3,1193290,1,1
434,12/01/20,30.0,1.0,C6,2,88515,08/11/17,,1,3,51680810,4,0
435,05/01/19,29.0,0.0,C22,0,63479,06/12/18,21/05/19,1,1,2759970,1,1
436,09/01/19,28.0,0.0,C24,2,128590,06/09/17,14/09/19,1,4,25128430,1,1
438,10/01/19,43.0,1.0,C9,2,81206,14/10/18,14/10/19,1,2,6940080,1,1
439,09/01/20,27.0,0.0,C3,1,60246,28/11/19,27/09/20,1,1,4103180,2,1
440,12/01/20,40.0,0.0,C16,1,113125,08/11/13,,2,4,16391700,1,0
441,12/01/20,32.0,0.0,C6,2,81288,31/05/20,,3,3,4732810,3,0
442,11/01/19,32.0,0.0,C23,2,73933,20/09/19,11/05/19,3,3,0,1,1
443,12/01/20,31.0,1.0,C3,1,55108,09/04/20,12/06/20,2,2,0,1,1
444,12/01/20,32.0,0.0,C15,1,36856,28/11/19,,1,1,2888690,2,0
445,01/01/19,32.0,0.0,C8,0,33956,01/05/19,25/01/19,2,2,0,1,1
446,12/01/20,31.0,1.0,C22,0,50832,02/01/20,,3,3,5971490,3,0
448,12/01/20,37.0,0.0,C10,1,65389,04/04/14,,2,4,30318780,3,0
449,12/01/20,25.0,0.0,C11,0,32466,25/09/20,,1,1,184290,1,0
450,12/01/20,30.0,0.0,C20,2,70415,20/08/15,,1,3,22457270,4,0
451,08/01/19,41.0,1.0,C16,2,123390,11/05/13,08/02/19,1,5,0,1,1
452,10/01/19,46.0,0.0,C19,0,104473,14/10/13,10/03/19,2,4,3363930,1,1
453,12/01/20,37.0,0.0,C12,2,123361,15/07/19,,4,4,23995570,2,0
454,10/01/19,30.0,1.0,C17,2,45357,17/08/19,27/10/19,1,1,0,1,1
456,08/01/20,35.0,1.0,C26,1,45193,07/07/20,29/07/20,2,2,0,1,1
457,12/01/20,23.0,1.0,C5,1,54992,20/11/20,,2,2,700000,2,0
458,12/01/20,31.0,1.0,C19,0,16749,31/07/20,,3,3,400280,1,0
459,12/01/20,29.0,0.0,C12,2,67194,30/10/20,,3,3,442730,1,0
460,08/01/20,29.0,1.0,C15,0,37575,12/05/19,29/07/20,2,2,3415470,2,1
461,10/01/20,32.0,1.0,C8,0,53577,25/04/20,27/10/20,2,2,1126370,2,1
462,12/01/20,35.0,0.0,C16,2,46139,10/02/20,,3,3,359320,1,0
463,02/01/19,39.0,0.0,C24,1,47419,12/10/18,02/04/19,1,1,117860,1,1
464,04/01/20,34.0,0.0,C27,2,86072,16/07/19,04/07/20,3,3,1457350,1,1
465,11/01/19,35.0,1.0,C8,2,87438,13/01/18,19/11/19,2,2,4847980,2,1
466,02/01/20,23.0,1.0,C23,0,64179,19/12/19,15/02/20,2,2,0,1,1
467,02/01/20,32.0,0.0,C29,0,83926,17/11/19,02/11/20,3,3,0,1,1
469,01/01/19,31.0,0.0,C13,2,26067,10/09/18,20/01/19,1,1,0,1,1
470,05/01/20,31.0,0.0,C1,0,39660,02/10/20,25/05/20,2,2,0,1,1
471,06/01/20,38.0,0.0,C12,0,59318,05/08/20,27/06/20,3,3,0,1,1
472,12/01/20,39.0,1.0,C23,1,83429,13/06/20,,3,3,1613030,2,0
473,02/01/19,25.0,1.0,C16,1,62431,28/07/18,02/05/19,1,1,0,1,1
474,01/01/19,32.0,0.0,C10,1,45068,08/04/18,19/01/19,1,1,0,1,1
475,05/01/19,43.0,0.0,C11,1,42714,13/07/18,21/05/19,1,1,2119680,1,1
476,12/01/20,28.0,1.0,C16,0,22918,15/03/20,19/12/20,2,2,1220340,1,1
477,05/01/19,39.0,0.0,C19,1,29312,06/01/18,28/05/19,1,1,1410810,1,1
478,01/01/20,31.0,1.0,C20,1,39164,09/05/19,01/04/20,2,2,0,1,1
479,02/01/19,24.0,1.0,C20,2,22947,12/03/18,22/02/19,1,1,0,1,1
481,01/01/20,30.0,0.0,C12,2,68341,26/05/17,01/09/20,1,1,6644580,1,1
482,09/01/20,45.0,0.0,C10,1,56611,23/07/15,21/09/20,1,2,11593960,2,1
483,12/01/20,42.0,1.0,C16,1,132558,18/05/20,,3,3,10574260,3,0
484,12/01/19,29.0,1.0,C4,0,26562,08/08/19,16/12/19,1,1,0,1,1
486,12/01/20,40.0,1.0,C10,0,31674,31/10/16,25/12/20,1,2,10289970,2,1
487,01/01/19,39.0,0.0,C12,1,35091,21/12/18,13/01/19,1,1,0,1,1
488,05/01/20,45.0,0.0,C28,2,80716,21/10/18,05/12/20,1,2,9979710,1,1
489,10/01/20,32.0,1.0,C12,2,49475,18/10/19,17/10/20,1,1,4758570,2,1
491,08/01/20,26.0,0.0,C2,2,41638,05/01/20,29/07/20,1,1,0,1,1
492,01/01/19,36.0,1.0,C19,0,23107,23/07/18,28/01/19,2,2,0,1,1
493,12/01/20,28.0,0.0,C9,1,52307,12/09/19,,2,2,4593470,2,0
494,12/01/20,36.0,1.0,C16,1,110964,03/08/20,,3,3,13593340,1,0
496,03/01/19,24.0,0.0,C15,1,20170,19/10/18,28/02/19,1,1,250000,1,1
497,12/01/20,30.0,1.0,C16,1,65035,22/06/20,12/12/20,2,2,149040,1,1
498,12/01/20,31.0,0.0,C20,2,65571,11/06/20,,2,2,0,1,0
499,12/01/20,43.0,0.0,C3,2,47668,28/09/20,,3,3,0,1,0
500,10/01/19,40.0,0.0,C12,1,103119,05/11/18,10/10/19,4,4,7596440,1,1
501,12/01/20,32.0,1.0,C16,0,96956,05/08/20,,3,3,2207980,2,0
502,04/01/20,23.0,0.0,C5,1,49888,21/11/19,24/04/20,2,2,0,1,1
503,06/01/19,45.0,1.0,C21,0,42544,20/06/18,16/06/19,1,1,1787540,2,1
504,09/01/19,33.0,1.0,C15,1,49653,08/06/15,09/09/19,2,2,2193610,1,1
505,04/01/19,25.0,0.0,C26,0,55804,16/01/19,04/11/19,2,2,115940,1,1
507,03/01/20,40.0,0.0,C6,1,29231,22/11/15,27/02/20,1,2,7165360,2,1
508,12/01/20,33.0,0.0,C21,1,48682,14/12/20,,2,2,0,1,0
509,12/01/20,25.0,0.0,C8,0,92079,29/06/20,,3,3,152640,1,0
510,12/01/20,28.0,1.0,C29,0,68751,09/05/20,,1,1,0,1,0
511,12/01/20,34.0,0.0,C21,2,58130,15/12/20,,2,2,0,1,0
512,07/01/19,43.0,1.0,C8,1,40777,23/05/19,27/07/19,1,1,0,1,1
513,03/01/19,35.0,1.0,C20,2,22793,13/06/18,18/03/19,1,1,580500,1,1
515,06/01/20,26.0,1.0,C29,0,10747,13/04/20,06/05/20,2,2,0,1,1
516,12/01/20,26.0,1.0,C29,0,41099,07/04/19,,1,1,5648380,1,0
517,01/01/19,51.0,1.0,C1,2,59796,23/10/18,01/08/19,1,1,0,1,1
518,06/01/19,45.0,1.0,C15,2,52199,09/08/18,20/06/19,1,1,1250680,1,1
519,12/01/19,36.0,0.0,C29,1,83253,31/10/19,28/11/19,3,3,0,1,1
520,01/01/20,28.0,1.0,C23,1,98996,01/09/19,01/09/20,4,4,12922130,1,1
521,12/01/20,35.0,0.0,C27,0,27882,04/06/20,,1,1,4987200,3,0
522,09/01/19,36.0,0.0,C26,2,109652,30/05/14,09/02/19,2,3,4760130,3,1
523,12/01/20,39.0,0.0,C9,0,31056,05/02/20,18/12/20,3,3,1027790,1,1
524,12/01/20,33.0,0.0,C17,1,82822,08/02/20,,3,3,950000,2,0
525,08/01/20,33.0,0.0,C22,1,106727,29/10/19,29/07/20,3,3,3570400,2,1
527,02/01/20,35.0,0.0,C23,1,86823,21/08/17,14/02/20,3,4,11940020,1,1
528,09/01/20,34.0,0.0,C10,0,51086,03/11/20,09/04/20,2,2,2256420,1,1
529,04/01/19,32.0,1.0,C9,0,12934,30/11/18,31/03/19,2,2,181250,1,1
530,05/01/20,37.0,0.0,C28,2,31137,14/03/20,05/08/20,1,1,0,1,1
531,12/01/20,35.0,0.0,C8,2,68045,09/06/20,,2,2,660480,2,0
532,12/01/20,37.0,0.0,C26,0,61243,25/10/19,,1,1,5181790,3,0
533,10/01/19,36.0,0.0,C1,1,35731,24/06/19,18/10/19,1,1,200000,1,1
534,12/01/20,28.0,0.0,C10,0,87872,23/11/20,,3,3,0,1,0
535,11/01/20,39.0,0.0,C27,1,77182,09/06/15,25/11/20,1,4,17244320,1,1
536,12/01/19,28.0,0.0,C26,2,35112,21/07/19,26/12/19,1,1,980720,2,1
537,12/01/20,35.0,1.0,C29,1,84554,12/06/19,,2,3,23376420,4,0
538,12/01/20,26.0,1.0,C23,1,29698,11/10/19,,1,1,4507470,2,0
539,01/01/19,36.0,0.0,C24,0,109296,20/06/16,19/01/19,2,3,0,1,1
540,12/01/20,29.0,0.0,C14,0,96233,12/05/20,,3,3,0,1,0
541,08/01/20,27.0,0.0,C1,2,71812,02/10/17,29/07/20,1,2,5083330,1,1
542,04/01/20,44.0,0.0,C8,1,43720,07/04/19,13/04/20,2,2,2308640,1,1
543,12/01/20,29.0,0.0,C12,0,34793,28/09/20,,3,3,0,1,0
544,09/01/20,43.0,0.0,C14,2,50345,23/07/15,25/09/20,1,2,13721360,2,1
545,01/01/19,29.0,1.0,C26,1,62542,11/10/18,25/01/19,2,2,0,1,1
546,12/01/20,36.0,1.0,C14,2,20993,21/09/20,,1,1,195960,1,0
547,12/01/20,28.0,0.0,C19,0,34536,09/04/20,,2,2,1252200,2,0
548,12/01/20,31.0,1.0,C20,2,55239,16/08/20,,3,3,0,1,0
549,01/01/19,24.0,1.0,C2,1,20886,16/11/18,27/01/19,1,1,212640,1,1
550,12/01/20,36.0,0.0,C27,1,55670,25/10/19,,1,1,5097450,3,0
551,02/01/19,43.0,0.0,C13,2,84481,16/06/18,02/10/19,3,3,236100,1,1
552,12/01/20,37.0,0.0,C13,1,65170,18/11/19,,3,3,35969490,4,0
553,01/01/20,32.0,0.0,C12,1,44273,09/10/19,20/01/20,2,2,0,1,1
554,05/01/19,36.0,0.0,C24,2,19649,20/11/18,14/05/19,1,1,577480,1,1
556,12/01/20,36.0,1.0,C8,2,51658,10/04/15,,1,2,20915380,4,0
558,02/01/20,39.0,1.0,C11,1,55263,27/08/15,02/08/20,1,2,6705230,1,1
559,12/01/20,41.0,0.0,C27,0,44342,14/08/20,,1,1,1722620,3,0
560,12/01/20,42.0,0.0,C19,2,152234,24/07/18,,3,4,41826510,1,0
561,12/01/20,28.0,0.0,C6,1,43855,21/12/20,,1,1,0,1,0
562,07/01/20,29.0,1.0,C6,0,52465,02/02/20,20/07/20,2,2,0,1,1
563,11/01/19,35.0,1.0,C20,0,73359,17/07/17,29/10/19,1,3,3447760,1,1
564,04/01/19,38.0,0.0,C1,2,31340,15/01/19,22/04/19,1,1,202500,1,1
565,12/01/20,37.0,0.0,C28,1,56543,23/09/19,,3,3,8594640,3,0
566,08/01/20,37.0,0.0,C10,2,50504,22/05/18,29/07/20,1,1,7055630,1,1
568,12/01/20,33.0,0.0,C16,1,60655,21/05/18,,1,4,41667690,2,0
569,12/01/20,40.0,1.0,C26,0,111743,31/12/15,,2,3,29530380,3,0
570,12/01/20,34.0,1.0,C19,2,37929,01/06/20,,1,1,7429260,3,0
571,12/01/20,32.0,1.0,C3,2,95826,28/07/20,,3,3,1277730,2,0
572,07/01/20,30.0,1.0,C2,0,31890,02/02/20,27/07/20,2,2,1682570,2,1
573,07/01/20,27.0,0.0,C28,2,54026,05/03/20,07/07/20,2,2,0,1,1
574,12/01/19,40.0,0.0,C13,0,70144,07/04/19,29/11/19,2,2,381660,1,1
575,12/01/20,27.0,0.0,C25,2,39391,21/12/20,,1,1,0,1,0
576,10/01/20,31.0,1.0,C22,0,68356,05/08/20,26/10/20,3,3,242560,1,1
577,10/01/20,29.0,1.0,C14,2,108091,05/03/20,26/10/20,3,3,158570,1,1
578,01/01/19,35.0,0.0,C29,1,46169,21/12/18,19/01/19,2,2,0,1,1
579,07/01/19,30.0,1.0,C5,2,70570,30/06/17,29/06/19,1,2,1583300,1,1
580,12/01/20,42.0,1.0,C18,2,56877,27/07/18,,1,2,19649270,4,0
581,12/01/20,42.0,0.0,C25,2,52641,01/10/18,,1,1,16475160,3,0
582,12/01/20,33.0,1.0,C10,2,47682,25/11/19,,2,2,26819450,4,0
583,12/01/20,31.0,0.0,C11,0,59926,31/07/20,,2,2,1828010,3,0
584,03/01/19,29.0,1.0,C1,0,51593,10/01/15,03/08/19,2,3,585630,1,1
585,01/01/19,41.0,1.0,C4,0,14989,26/10/18,16/01/19,1,1,0,1,1
587,12/01/20,34.0,1.0,C20,0,96680,27/05/20,,3,3,6291840,4,0
588,11/01/20,28.0,1.0,C13,0,17660,05/01/20,31/10/20,2,2,1648010,1,1
591,12/01/20,36.0,0.0,C7,2,100882,28/09/20,,3,3,1395620,2,0
592,12/01/20,42.0,1.0,C20,1,67624,05/04/18,,1,2,9218380,2,0
593,11/01/20,39.0,0.0,C23,0,86336,27/02/20,11/06/20,3,3,4035480,1,1
594,12/01/20,30.0,0.0,C19,0,41093,21/09/20,,2,2,303910,1,0
595,12/01/20,30.0,0.0,C26,0,55828,07/04/20,,2,2,1034740,2,0
596,05/01/19,29.0,0.0,C12,0,66483,24/08/18,05/06/19,2,2,1049120,1,1
597,12/01/20,28.0,1.0,C23,2,85926,08/01/20,,3,3,1613430,2,0
598,09/01/19,38.0,1.0,C9,1,78135,17/12/18,09/07/19,2,2,3530650,1,1
599,12/01/20,27.0,1.0,C3,1,71458,14/12/20,,2,2,0,1,0
600,04/01/20,29.0,0.0,C2,1,115293,13/10/19,04/01/20,3,3,1883780,1,1
601,05/01/19,33.0,1.0,C19,1,39119,23/05/16,05/12/19,1,2,942130,1,1
602,05/01/20,28.0,0.0,C9,0,49553,04/04/20,22/05/20,2,2,0,1,1
603,05/01/20,30.0,0.0,C15,0,64842,22/10/19,05/01/20,2,2,1602040,1,1
604,12/01/20,47.0,1.0,C26,1,65856,27/05/16,,1,2,18872890,4,0
605,12/01/20,37.0,0.0,C10,1,95352,15/10/15,,1,3,23650380,2,0
606,12/01/20,34.0,1.0,C10,0,114230,31/01/20,30/11/20,3,3,2959740,2,1
607,05/01/19,27.0,1.0,C27,1,38764,20/01/18,18/05/19,1,1,1703720,2,1
608,07/01/20,24.0,0.0,C26,2,83294,15/11/19,28/06/20,2,2,2241630,1,1
609,05/01/19,33.0,1.0,C9,2,46186,19/10/18,23/05/19,1,1,850280,1,1
610,01/01/20,30.0,1.0,C23,2,49664,11/03/19,01/11/20,2,2,0,1,1
611,04/01/20,32.0,1.0,C10,1,39216,13/01/20,27/04/20,2,2,0,1,1
612,02/01/20,31.0,0.0,C17,0,29685,11/03/19,,1,1,200000,1,0
613,08/01/19,30.0,0.0,C1,0,13653,17/08/18,29/07/19,1,1,2256960,1,1
614,11/01/19,23.0,1.0,C10,1,36474,21/10/18,16/11/19,1,1,5936640,1,1
615,02/01/20,34.0,0.0,C23,2,54056,21/05/18,02/02/20,1,2,7563910,1,1
617,12/01/20,22.0,1.0,C18,0,21673,31/05/20,,1,1,5923040,4,0
618,04/01/19,41.0,0.0,C6,2,54520,13/06/17,27/04/19,1,2,1277510,1,1
619,12/01/20,30.0,1.0,C14,1,32150,05/08/20,,3,3,2626230,2,0
620,12/01/20,29.0,1.0,C8,2,79801,09/08/20,,3,3,812040,2,0
621,03/01/20,29.0,1.0,C4,2,101494,13/12/19,16/03/20,3,3,142560,1,1
622,12/01/20,42.0,0.0,C22,0,53454,25/12/20,,3,3,0,1,0
623,03/01/19,23.0,1.0,C29,1,57931,11/12/18,27/02/19,1,1,0,1,1
624,12/01/20,35.0,0.0,C15,1,104712,18/05/14,,2,3,20011620,2,0
625,05/01/19,32.0,0.0,C12,1,49936,23/11/18,29/04/19,1,1,1567300,1,1
626,03/01/20,35.0,0.0,C24,0,18788,12/01/19,03/04/20,2,2,0,1,1
627,05/01/19,36.0,0.0,C17,1,35219,14/10/18,23/05/19,2,2,2465510,1,1
629,02/01/19,43.0,1.0,C15,0,38624,29/09/18,30/01/19,2,2,145450,1,1
630,08/01/19,35.0,1.0,C28,0,51781,09/09/18,23/08/19,2,2,1320320,1,1
633,12/01/20,36.0,1.0,C3,2,48059,31/07/20,21/12/20,3,3,210670,1,1
634,05/01/19,29.0,0.0,C28,2,54358,16/01/19,18/05/19,1,1,355360,1,1
635,10/01/20,31.0,0.0,C28,1,130429,07/03/20,24/10/20,3,3,300000,1,1
636,06/01/19,44.0,0.0,C20,0,95388,10/01/17,25/06/19,4,4,0,1,1
638,12/01/20,38.0,0.0,C16,2,149403,13/07/13,,2,5,54792310,2,0
639,12/01/20,27.0,0.0,C12,2,66599,02/01/20,,2,2,4336590,2,0
640,07/01/20,27.0,1.0,C8,1,105931,12/07/19,25/07/20,3,3,1510890,1,1
642,12/01/20,35.0,0.0,C11,0,86516,31/07/20,,3,3,240920,1,0
643,12/01/20,35.0,0.0,C26,1,63632,07/10/20,,2,2,1015390,1,0
644,12/01/20,29.0,0.0,C6,2,34741,25/04/20,,1,1,3695100,3,0
645,08/01/19,28.0,1.0,C8,2,110445,30/03/19,08/01/19,2,4,960000,1,1
646,12/01/20,34.0,0.0,C11,1,71776,10/12/20,,3,3,301150,1,0
647,09/01/19,34.0,1.0,C10,2,57888,08/01/19,15/09/19,1,1,0,1,1
648,12/01/20,28.0,1.0,C3,0,18928,24/07/20,,1,1,942840,2,0
649,09/01/19,33.0,0.0,C14,1,35584,06/01/19,09/09/19,1,1,0,1,1
650,12/01/20,33.0,1.0,C16,1,42953,14/11/20,,2,2,0,1,0
651,07/01/20,34.0,1.0,C12,1,41298,12/05/19,24/07/20,3,3,3210720,1,1
652,07/01/19,34.0,0.0,C20,1,112322,11/05/18,18/07/19,4,4,0,1,1
653,04/01/19,44.0,1.0,C1,0,64702,09/12/18,30/03/19,2,2,106510,1,1
654,11/01/20,22.0,0.0,C4,0,36116,10/10/20,22/11/20,2,2,0,1,1
655,05/01/19,35.0,0.0,C13,0,40926,01/05/19,05/03/19,2,2,429430,1,1
658,12/01/20,30.0,1.0,C6,1,105966,13/04/20,,3,3,4689800,2,0
659,08/01/20,32.0,1.0,C13,2,54903,06/05/20,29/07/20,3,3,0,1,1
660,02/01/20,24.0,1.0,C7,0,15327,25/01/20,02/06/20,1,1,0,1,1
662,12/01/20,37.0,0.0,C29,1,76548,17/10/16,,1,2,16118660,3,0
663,10/01/20,27.0,0.0,C21,1,97203,07/04/20,10/02/20,3,3,0,1,1
664,12/01/20,33.0,0.0,C19,2,40041,12/11/20,,1,1,186080,2,0
667,06/01/19,31.0,0.0,C8,2,78143,09/09/18,31/05/19,2,2,4173650,1,1
668,09/01/20,29.0,1.0,C3,1,45969,28/11/19,21/09/20,2,2,4618180,2,1
671,02/01/20,33.0,0.0,C11,2,42368,11/01/19,02/11/20,3,3,100680,1,1
672,12/01/20,30.0,0.0,C18,2,77011,29/08/20,28/12/20,2,2,532480,1,1
673,12/01/20,36.0,1.0,C12,1,36967,07/10/20,,2,2,0,1,0
674,02/01/20,34.0,1.0,C14,1,38546,14/09/19,02/02/20,1,1,200000,1,1
677,05/01/19,48.0,1.0,C29,1,71072,21/05/15,05/04/19,2,3,1555490,1,1
678,12/01/20,35.0,0.0,C14,2,31411,23/08/20,,1,1,1403820,3,0
680,09/01/19,37.0,1.0,C3,2,127380,28/07/14,22/09/19,2,4,5474330,1,1
681,12/01/20,29.0,0.0,C23,0,51840,29/08/20,,2,2,2457760,3,0
682,12/01/20,30.0,0.0,C14,1,40008,19/07/19,,1,1,6583320,3,0
683,05/01/19,41.0,1.0,C17,2,55762,10/06/18,05/09/19,1,1,1617190,1,1
684,10/01/20,23.0,1.0,C20,0,30083,30/06/20,27/10/20,1,1,1500340,1,1
686,04/01/20,28.0,1.0,C1,2,62909,11/02/19,27/04/20,2,2,860000,1,1
687,12/01/19,32.0,0.0,C18,0,13037,10/04/19,30/11/19,1,1,0,1,1
688,09/01/19,46.0,1.0,C14,1,22931,16/06/18,22/09/19,1,2,2576870,1,1
689,01/01/19,28.0,1.0,C10,1,17186,14/10/18,31/12/18,1,1,0,1,1
690,05/01/19,45.0,1.0,C14,0,49509,12/10/18,17/05/19,2,2,580610,1,1
691,08/01/20,30.0,1.0,C7,0,59241,28/06/20,29/07/20,2,2,0,1,1
692,03/01/19,32.0,0.0,C23,1,31831,18/12/17,19/03/19,1,1,420720,1,1
693,12/01/20,47.0,0.0,C14,2,123729,26/07/15,,2,4,34707890,2,0
694,11/01/19,32.0,1.0,C16,2,82632,29/07/19,21/11/19,3,3,999000,2,1
695,12/01/20,27.0,0.0,C17,2,57667,08/03/20,12/04/20,1,1,308510,1,1
696,07/01/20,27.0,1.0,C10,0,79461,16/03/20,17/07/20,3,3,0,1,1
697,12/01/20,43.0,0.0,C25,1,118215,14/07/19,,4,4,39090190,2,0
698,12/01/20,33.0,0.0,C1,2,76536,05/01/20,,3,3,5950210,2,0
700,09/01/19,29.0,1.0,C10,1,31052,26/12/17,22/09/19,1,1,3208020,2,1
701,10/01/20,44.0,1.0,C3,2,85450,01/12/19,18/10/20,2,2,22269520,2,1
702,12/01/19,38.0,1.0,C20,0,113807,30/06/19,21/12/19,3,3,0,1,1
703,11/01/19,29.0,0.0,C11,2,103494,25/04/16,15/11/19,1,3,13697710,1,1
704,12/01/20,29.0,0.0,C8,1,62931,25/05/18,,1,2,13234050,3,0
705,01/01/20,40.0,0.0,C20,2,130781,10/03/19,13/01/20,3,3,0,1,1
706,09/01/20,35.0,0.0,C27,0,70677,07/06/20,09/04/20,3,3,0,1,1
707,04/01/19,31.0,1.0,C4,2,58323,21/05/18,13/04/19,1,1,1473770,1,1
708,03/01/20,39.0,1.0,C19,0,97116,21/11/19,23/03/20,3,3,517690,1,1
709,06/01/19,31.0,0.0,C13,1,135436,08/04/18,27/06/19,5,5,0,1,1
710,12/01/20,32.0,0.0,C18,2,110299,02/06/20,,3,3,7091010,4,0
